ID,Prediction
TEST_1_123,"A Suicide Bomber Strikes A Crowded Market In Peshawar, Killing Mayor, 11 Other People, Wounds Dozens. The Attack Targeted Anti-Taliban Mayor Abdul Malik, A Young Girl Is Among The Victims. The Mayor, Abdul Malik Once A Taliban Supporter, Later Joined A Local Militia"
TEST_1_124,"30 Killed in Lahore Police Blast, 100 Injured in Police Station Attack. Taliban Militants Blame Police for Lahore Bombing, 30 Dead in Pakistan Attack. Police: ""Surreal huge ring of white smoke rise into the air from the targeted building"""
TEST_1_125,"Billionaire Yuri Milner: $100M for Search for Extraterrestrial Intelligence. Breakthrough Listen Will Scan 1,000 Closest Stars for Signs of Life. Money Will Go toward New Receiving Equipment, Hiring Students and Astronomers. Data will be made available to the public in the form of digital messages."
TEST_1_126,"US Stocks Fall on Weak Jobs Report: Dow Falls 211 Stocks, S&P 500, Nasdaq Fall 1.9 Stocks All Sectors, except Utilities, Fall in U.S.: Technology, Energy, Consumer Discretionary Stocks."
TEST_1_127,"Seven Families Get $50,000 in Initial Payouts, But More Could Be on the Way. $50K Is $41.8M, or $175K per Passenger Under International Rules. Final Amount Could be as Much as $175,000 per Passenger"
TEST_1_128,"Floyd and Margaret Nordhagen, 92 and 88, Died Holding Hands in Crash in Washington State. Couple was on their way to buy cat food at a store where they were regulars. Pair were married 68 years, survived by four kids, 11 grandkids, 23 great-grandkids."
TEST_1_129,"Rebel-held Syrian towns hit by Russian Airstrikes kill 23 Civilians in School, 3 Hospitals. Russia Blamed for At Least 23 Civilian Deaths in Syria. Russia denies killing civilians in support of Assad regime, says it only targets terrorist groups."
TEST_1_130,"Two New York-New Jersey Commuter Tunnels Planned for $13.5B. New Jersey Gov. Chris Christie Dumps $13B Tunnel Project. New York, New Jersey Tunnel Project Dumped by Christie over $13 billion pricetag. New Tunnel Project to be Completed by 2020."
TEST_1_131,"At least 268 Airport Breaches Since 2004, No Terrorists Made It Through U.S.'s 31 Busiest Airports. At least 44 Insurgents Made It As Far As Runways or Gate Areas. San Francisco, LAX, San Jose, and San Jose are Most Breached."
TEST_1_132,"New York Art Dealer Charged with Stealing $88M in Investments, Art Stole in Ponzi Scheme. $88m Stolen in Art-World PonzI Scam, New York Art Dealer Charged With Stealing Art, Art Thieves"
TEST_1_133,"U.S. Embassy Bombing Leaves 2 Dead in Turkey, 1 Dead in U.S., 2 More Wounded in Turkey. No Americans Were Injured in Attack, But Female Journalist, 2 Other Guards Were Wounded. No immediate claim of responsibility, but Turkey's interior minister blames left-wing militant group."
TEST_1_134,"National Public Radio Had More Listeners Than Ever in 2008. NPR Cuts 7% of Staff, Two Shows, But CEO Hopes ""Weâ€™ll continue to be strong"" ""I wish I felt the same way about the rest of the media,"" says NPR CEO."
TEST_1_135,"Researchers: 25% Sugar Is 'Safe' in Mice, But It's 'Toxic' to People in Human Diaspora. Mice Eat 3 Extra Sodas a Day Is 'Dangerous' for Women, But They're Not Fat or Fatter"
TEST_1_136,"Libya's Health Ministry: 47 Dead, 120 Wounded in Tripoli Airport Clashes. Rival Militias Battle for Control of International Airport in Tripoli. Libya in One of Worst Spasms of Violence Since Gadhafi's ouster, Health Ministry says. The country is going through one of its worst spasms of violence since 2011."
TEST_1_137,"Poker Player Wins $81,314 by Accidentally Winning $1,500 in Deuce-to-Seven Lowball Game. Newbie Christian Pham wins $81K in Las Vegas by Accident. ""At first you suspect an act, but if it was, it was very good"""
TEST_1_138,"Fifty-Five Girls as Young as 3 Want to Be Thin, But Don't Want to Play as Fat Figure in Board Game. ""I hate her, she has a fat stomach,"" One 3-year-old Girl Tells Researchers. ""Fat Girl"" Is More Likely to Want To Be Thin Than Thin"
TEST_1_139,"Freddie Mac's Second Quarter Losses $821M, or $1.63/Share, Three Times Worse Than Predicted""Freddie's Dividends Slashed to 5 Cents a Share"" Freddie's Losses are $2.8B in 2nd Quarter"
TEST_1_140,"The New York Times Endorses Amy Klobuchar and Elizabeth Warren. The Times: Warren Has the Courage and Conviction to Bring Democrats, Republicans, and independents behind her proposals. The Minnesotan is the very definition of Midwestern charisma, grit, and sticktoitiveness."
TEST_1_141,"Car Sharing Gaining Traction with $4-A-Gauge Gas Prices Are $4 a Gallon, $10 an hour for Zipcar. Zipcar Has 225,000 Members, 10,000 New Members a Month, Triple Last Year's Rate."
TEST_1_142,"New York City has gone 11 days without a murder, the longest stretch since 1994. Previous record was 10 days in February of last year. New York Post: ""Weather plays no role"" in 11-day murder streak. ""Less confrontation, less confrontation,"" says NYPD sergeant."
TEST_1_143,"Pentagon to send Pakistan $688M in U.S.-Pakistan Reimbursement for Troops' Troop Stations. Pakistan Receives First Payment in Months, First in Months. US-Pakistan Relations Are Thawing, New York Times reports."
TEST_1_144,"Oscar-Winning Actress Shirley Jones to Skydive for 80th birthday. Jones: 'If George H.W. Bush Can Do It, I Can' ""I Thought, 'Wow, if he can do this, I can,' she says"""
TEST_1_145,"More than half of U.S. Adults Have Diabetes, 38% Have Prediabetes, One-Third Don't Know They Have It. More than half Asian Americans, Half Hispanic Americans Have Diabetes. Asian Americans may have so many cases of undiagnosed diabetes because they develop it at a lower BMI."
TEST_1_146,World leaders to meet in Washington to address global financial crisis Nov. 15. First in series of summits to mitigate what economists predict could be long and deep downturn. President Bush announced the summit along with Nicolas Sarkozy and European Commission President Jose Manuel Barroso.
TEST_1_147,"5.1 million jobs lost since recession began: 80% of men are out of work. Men's Unemployment Rate Widens to 8.8% in U.S. Men in Construction, Manufacturing, Health Care, Education Take brunt of Job Losses. Women in Health Care and Education, Most Stable Sectors, Gain Most Jobs."
TEST_1_148,"7,500-year-old Discovery Shows How To Make Cheese ""Like Modern Cottage Cheese"" Clad Vessels Were Used to Separate Curds from Whey in Poland 7,500 years ago. Discovery may have helped dairy farming take hold in the late Neolothic period."
TEST_1_149,"Three Nepalese Men Arrested in Gang-Rape of U.S. Woman in Manali, India. Police: ""Circumstantial evidence and forensic evidence links all three men to the scene of the crime"" Rape cases in India have hurt country's tourist trade lately."
TEST_1_150,"Vito LaPinta, 13, Questioned by Secret Service for Facebook Post. Mom: 'I was saying how Osamaâ€™s dead and for Obama to be careful â€˜cause there might be suicide bombers' U.S. Attorney: 'First order, suicide bomb Obama. Suck it!'"
TEST_1_151,"14-year-old Girl Who Wants to Sail Solo No longer Opposes Sailor's Voyage, Mother No longer Has Opposed. ""I know she can do it,"" Says Babs Mueller, Mother of Girl Who Plans To Sail Solo Around The Globe"
TEST_1_152,"2-year-old Girl Throws Up Blood, Thinks She's Dying After Eating Button Battery in Christmas Gift. Girl's Death a Death from Button Battery, Doctors Say. ""Don't Let [kids] fiddle with the battery compartment of toys,"" Surgeon Warns."
TEST_1_153,"10 Dead, 25 Wounded in Car Bomb Attack in Baghdad Mall, Iraqi Officials Say. At least 10 Dead, 27 Injured in Mall Attack. 50-75 People Trapped in Mall, Officials Estimates. No one immediately claimed responsibility, but Islamic State group often targets Shiite majority."
TEST_1_154,"iPhone 4 to be available on Verizon by early 2011. Move means iPhones will no longer be exclusive to AT&T's network. Apple also developing fifth generation of iPhone, which will differ significantly from existing models. No details about fifth generation have been divulged."
TEST_1_155,"Vanessa Dorwart and Gina Gentile, 15 and 16, Committed Suicide, Coroner Says. Both Girls Hit by Amtrak Train in Pennsylvania Were Upset by Death of Boyfriend in Traffic Accident. As many as seven people may have been involved in suicide pact, police say."
TEST_1_156,"Phelps Wins 4th and 5th Golds in Beijing. Phelps Now Has 11 Golds, More Than Any Other Olympian. Phelps Has a Chance to Win 8 Golds In A Single Olympiad, More than Any Other Athlete. Phelps: ""I'm not done yet"""
TEST_1_157,"Royal Opera House to Premiere Anna Nicole Smith Opera in 2011. opera will focus on Smith's life, not the legal battles that followed her death. Smith died of prescription drug overdose in 2007, aged 28, from an overdose of a prescription drug. ""Jerry Springer: The Opera"" creator Richard Thomas created the libretto."
TEST_1_158,"GDP Growth Estimates for 3rd Quarter Revised Down to 2.8% from 3.5""Home Spending Up 19.5%, Durable Goods Spending Up 20.1"" Home Prices Rise 5th Straight Month, But Joblessness Is Getting Worse More Slowly"
TEST_1_159,"Randy Rogers' Daughter Rumer Rain, 6, Dies After Six-Day Death ""Heartbreaking"" Death of Baby Rumer Was Genetic Disorder Affects 1 in 66,000 Babies in U.S. Every Hospital Should Have Nesting Suites, Rogers says."
TEST_1_160,"Five Arrested for Alleged Plot to Blow Up Bridge in Cleveland, U.S. The FBI: The Public Was Never in Any Danger, The Explosives Were inert. The men range in age from 20 to 35, and are all self-proclaimed anarchists."
TEST_1_161,"Jeanne-Claude, 74, Dies of Brain Aneurysm in New York at Age 74. Couple's Art Work Caught Public Eye in 1960s and '70s in Europe. Thousands of Saffron-colored Gates in Central Park, New York."
TEST_1_162,"More than 700 Patients May Have HIV, Hepatitis B, or C From Reuse of Insulin Pens. VA: ""Very Small Risk"" of HIV, hepatitis B, hepatitis C from Reusing Insulin Pins. VA offers free blood tests to rule out infections."
TEST_1_163,"Tina Fey Pregnant with second child, rep confirms to People. Fey, 40, first revealed the news on Oprah Winfrey Show. 30 Rock star is five months pregnant with her second child. Click for another TV star who just became a new momâ€”via adoption."
TEST_1_164,"Jurassic World Earns $204.6Million, Second Biggest Opening of the Year, Second-Biggest of All Time. $511.8M in Global Debut, First Time Movie Breaks Half-Billion-Mark in Its Debut"
TEST_1_165,Disney Plans 3D remake of Beatles' Yellow Submarine. Back to the Future's Robert Zemeckis to Direct. A summer 2012 release has been tentatively scheduled for the film's 50th anniversary. The Beatles provided the voices for the animated characters in the original film.
TEST_1_166,"Sarah Palin Wants $1M to $1.5M for Alaska TV Show. A&E, Discovery Interested in Sarah Palin's Alaska Show. Palin: ""It will sell, one way or another"" ""It's a gold mine,"" Palin says."
TEST_1_167,"Pigeon sells for record $328,000 in online auction. Chinese Pigeon Sells for $328K in Online Auction. ""Very Fast"" Pigeons Are ""Rock Stars"" in the World of Pigeone Racing, Reports Wall Street Journal."
TEST_1_168,"Dow, S&P 500, Nasdaq All Gain, But Stocks Close Off Session Highs. Fed Says It May Increase Treasury Purchases to Lower Borrowing Costs. Wall Street Journal: Open Market Committee Says Stocks Gaining, But Some Stocks Fall Off Highs"
TEST_1_169,"Suspected Islamic Extremists Hijack Bus in Kenya, Kill 28 Non-Muslims in Nairobi. Bus Hijacked 30 miles from Mandera, Kenya's Border with Somalia. Kenya Hit by 135 Attacks by Al-Shabab, linked to al-Qaeda, Since 2011"
TEST_1_170,"10% of World's Adult Population Is Obese, New Study Finds. U.S. Has 34% of Adult Population Overweight, Japan Has Lowest Average Body Mass Index. US has highest average BMI of all high-income countries, Japan has lowest."
TEST_1_171,"20% of Households Have Cellphones, More than Landlines for First Time in 2008. 3% Jump in Cell Phone Users Is Largest Increase Since Government Started Surveying in 2003. Younger, Hispanics, Southerners, Midwesterners, Poor More Likely to Have Cell Phone"
TEST_1_172,New Brain Map Shows 97 New Areas Never Before Identified. Scientists: New Brain Map Is 'Like Page from an adult coloring book' New Map Includes 180 New Areas in Each of the Brain's hemispheres. Scientists hope it will help clarify how different parts of the brain impact human behavior.
TEST_1_173,"A New Jersey Man Shoots Two, Then Self, In New Jersey Supermarket Shootings. Ex-Marine Terence Tyler, 23, Was Alleged Shooter, Had 16-rounds-a-Million-Bullet-Magazine-Magazine, CNN reports."
TEST_1_174,"International Monetary Fund Plans to Sell 400 Tons of Gold for $11 billion. Lender Slashes 15% of Its Staff to Save $11B in Gold Reserves. IMF Plans to Slash Up to 15% Of Its Workforce, Move Away From Lending to Advisory"
TEST_1_175,"Sailors Rescued from Hurricane Julio's 30-foot Waves, 115mph Winds. Sailing Sails in Good Condition, No injuries, After 24-hour Rope-Tied-Rope Rope Ranger Rescues Sailing Sailors"
TEST_1_176,A Food Store Charges $5 for Just Looking A $5 Fee for Just Looking A Food Store Charged $5 For Just Looking a $5 Fee A $20 Fitting Fee A Shoe Store Fined $20 For Fitting a $20 Shoe
TEST_1_177,"Lawyer sues alma mater for $50M, $150M Law School for Failing to Find Full-time Jobs. Lawyer: ""I guess it's a very expensive life lesson"" School denies claim of false advertising, says it isn't its job to find jobs for graduates."
TEST_1_178,"Honda's Super Cub Is Best-Selling Motorcycle in History, 60 million Sold 60 million Motorbikes in U.S. In 1980s, Honda sold 60 million Super Cub Bikes. Super Cub put Honda on the map by making motorcycles safe for suburbanites."
TEST_1_179,"BP: Top-Kill Plan Has 60%-70% Chance of Success, But Markets Don't Like It ""BP Trading at its lowest since July,"" Business Week says. BP Plans to inject fluids, cement into Seabed Well to Try to Plug Hole in Gulf Gulf"
TEST_1_180,"Death toll from Baghdad bombing rises to 142, with 185 more wounded. Suicide Bomber Blasts Busy Baghdad Street in Baghdad, Leaves 142 Dead, 185 Wounded. PM Haider al-Abadi orders new security measures after bombing. Bombing is deadliest terror attack in Iraq in a year and one of worst in decade."
TEST_1_181,"10 million acres of land conserved since 2005. Land Trust Alliance: 47 million acres saved from development. 37 million acres conserved in 2005, increasing to 47 million by 2010. Land trusts doing well, increasing endowment funding and drawing more volunteers. Other factors in increase include declining real estate prices."
TEST_1_182,"Chocolate in Pueblo jars from 11th century is earliest example of U.S. chocolate use. Jars were found in ruins in Chaco Canyon, New Mexico. Discovery offers earliest evidence of chocolate use north of Mexican border. Itâ€™s as if you were having dinner party and serving champagne, says museum curator."
TEST_1_183,"Ferry Accident Sinks in Philippines: 32 Dead, 170 Missing, 200 Dead, 200 More Dead, More Dead If Ferry Collides With Cargo Ship in ""Blind Spot"" It's not unusual for dozens, sometimes hundreds, to die each year in ferry accidents in Philippines."
TEST_1_184,"Jaycee Lee Dugard Gave Birth to First Child at Age 14, Grew Up in Abductor's San Francisco Suburb. Dugard Abducted in 1991 at age 11, Now 15, Gave birth to Second Child at 14."
TEST_1_185,"Canada's Biggest Badass Uses Bear to Get Rid of Wolf Stalked by 12-hour Stalker. Woman Uses Bear, Bear Uses Dog to Get Wolf Out of Woods, Rescued by Mountie. ""He was trying to wear me down. He was dogged,"" says Joanne Barnaby."
TEST_1_186,"YouTube Lets Users Upload 3D Videos from Their Mobile Devices. LG's Optimus 3D Is The First Device To Get In On The 3D Revolution. 3D YouTube Feature Could Give 3D Adoption a Shot In The Arm, Electronista notes. ""3D videoâ€™s platform expands beyond confines of specific formats and apps"""
TEST_1_187,"14 Cadets Dismissed, Suspended, Punished for 'Ku Klux Klan-like' P pillowcases in Photos of Christmas Carol Skit. College President: ""I am disappointed some recognized how it could be construed as such but didn't stop it"""
TEST_1_188,"5% of 'Black Swan' Is Natalie Portman's 'Dance Double,' Not 'Lane,' But 5% of Body Shot Dances, Dancer Lashes Out. Producer: ' 85% of that movie was Natalie' 'I Can't Dance in Pointe Shoes'"
TEST_1_189,"1,018 Hate Groups in U.S. Rise from 602 in 2000 to 1,018 in 2008, New York Times reports. Report cites anger over racial demographics, income gap, President Obama. Anti-government groups with patriot or militia movements also on the rise."
TEST_1_190,"In 1970, Man Booker Prize Went to a Book Published in 1969. In 1971, the Prize Went To A Book Published In 1971. The Public Can Vote For The ""Lost Man Booker"" in May. The Prize is awarded to one of a number of remarkable titles from 1970."
TEST_1_191,"Nigeria: At least 16 Killed in Church Attack, 16 More Injured in Gunfire Attack. Gunmen Use Small Explosives to Gun Down Panicking Worshippers. Attackers Used Aluminium Soda Cans to Blast Worshipers in Nigeria."
TEST_1_192,"Jose Saramago, Nobel Prize-Winning Author dies at 87, Publisher says. 'Blindness' Author Was First Portuguese-language Winner of Nobel Prize for Literature. 'He's a Communist but he's good,' Says 'Saramago' in 1998 Interview"
TEST_1_193,"A $48M Chalk Drawing Fetches Record at Auction in London, $33.2M for Rembrandt Portrait. Art Fetches Highest Price of the Year at Christie's Auction, $48 million for Raphael's ""Head of a Muse"" The drawing is the only one in private hands."
TEST_1_194,"Wendy's Returns to Japan with a Foie-gras burger and Truffle-and-Porcini Chicken Sandwich. The Foie Gras Rossini Burger Costs 1,280 yen, or around $16. Wendy's pulled out of Japan in 2009, shuttering its 71 stores."
TEST_1_195,"University of Illinois Student Stabbed to death in 1988. Police Retest DNA Evidence to Identify Suspect in 1988 Stabbing. Police: ""I can't believe he did this to me"" Caleel Suffered Single Stabbing, Crawling to Neighbors' Place"
TEST_1_196,"A 7-year-old Boy Had a Piece of Lego Up His Nose for 2 years. The Boy's Parents Were ""Amazed"" to See The Piece When He sniffed a Cupcake. The Lego Piece Is Nowcovered in Fungus, But The Boy Is OK."
TEST_1_197,"A Second Italian Quake in 10 days kills 15 and Injures 200 in Northern Italy. 15 Dead, 200 Injured in 5.8-Magnitude Quake in Bologna, Italy. Both Quakes Hit at 9am local time, 10 days apart."
TEST_1_198,"100 U.S. Military Members Suspected of Being Islamic Extremists, Some 'Serious' Insider Threats 'Surprised and struck' by FBI's 100 'serious' Attacks 'Larger than expected' than expected, says Senate Homeland Security chairman."
TEST_1_199,"$2 trillion in U.S. 401(k) Savings Dropped 20% in 15 months. $2 Trillion in 401(K) Savings Dropped in 15-month Plunge. 401Ks Are ""Smart,"" But Some Say They're ""Boring"""
TEST_1_200,"We're on course to look a lot like 1982, says New York Times writer. 12.8%-13% underemployment, but that can't touch 1982â€™s figure of 16.32%. ""Economies are a little like battleships. They turn slowly, and you can often tell where they're going,"" says writer."
TEST_1_201,"Apple Plans to Introduce suped-up iPhone in September. Phone Will Have 8-megapixel Camera Instead of 5-Megapixel iPhone 4. Apple Also Working on New iPad, New iPad Will Have Higher-Resolution, More Responsive Touchscreen."
TEST_1_202,"Tony Parker sues New York Club for $20M in ""Chris Brown Fight"" Suit: ""I am f***ing the love of your life"" ""Like Helen of Troy,"" Lawyer Says of Rihanna: ""Sheâ€™s been known, like Helen, to cause trouble"""
TEST_1_203,"Pfizer to Cut 800 Researchers in 2009: $30B Revenue Cuts in 2011. Pfizer: Cuts Signal Re-thinking of R&D, ""Heart and Soul"" of Pharmaceutical Giant. New drugs can be bought by smaller companies or companies like Pfizer."
TEST_1_204,"Mark Zuckerberg Gives $45B to Non-Profit, $38 for Every Facebook User. $45 billion donation is equivalent to GDP of Serbia, or $38 per Facebook user. Zuckerberg: ""We receive no tax benefit from transferring our shares to the Chan Zuckerberg Initiative"""
TEST_1_205,"Japan's Whaling Fleet Leaves Tuesday for Antarctic for 3-month Antarctic Hunt. Japan Plans to Catch 333 Minke Whales in 12-year Plan, About 1/3 of What It Used To Caught Last Year. Anti-Whaling Group: ""Stop using taxpayer money to keep the debt-ridden whaling alive"""
TEST_1_206,"Pope Francis Names 15 New Cardinals: Tonga, New Zealand, Cape Verde, Myanmar, Myanmar. 15 Cardinals Are Under 80, Five Older: Peru, Mozambique, Peru, Peru and Peru. Pope Francis: They Come from Every Continent, Show Indelible tie to Rome to churches in the world."
TEST_1_207,"A Suicide Bomber Crashes at Pakistan Checkpoint, 20 die in Explosion. More than a dozen wounded, including local police chief. The checkpoint is near the Orakzai tribal region in Pakistan's troubled northwest. The area has emerged as a major base for Taliban militants in recent months."
TEST_1_208,"Singer/Songwriter Isaac Hayes, 65, Dies at Memphis home. Hayes' Theme from Shaft Won Grammys, Received Academy Awards, Was In Rock and Roll Hall of Fame. Foul play not suspected in death of legendary singer/songwriter Hayes."
TEST_1_209,FDA OKs Second Stem Cell Trial on 12 Patients with Stargardt's Macular Dystrophy. Stem Cells Can Generate 'Virtually unlimited supply of healthy eye tissue cells' The trial could start as soon as two to three months from now.
TEST_1_210,"Tunisian Police Kill 2, Injured 17 in Gunfire Clashes. Police Chief Slapped Woman, Turned Protesters Against Police. Clashes Were Most Violent Since Ex-President's Resignation, Officials Say. The Police Chief is hospitalized but under arrest."
TEST_1_211,"Darnell Williams, 22, and Joseph Carroll, 27, Arrested for 8-year-old Girl's Murder. Cops: ""I'm pissed, but I'm excited,"" says Alaysha Carradine's mother, ""I want complete justice for my daughter"""
TEST_1_212,"Pregnant 17-year-old Pregnant Woman Shot 17 Years Before Her Due To Give Birth Is Arrested for 1997 Murder. Teenager's Body Discovered in Alley on Day She Was Due to Give Birth to Baby Andrew. Marisol Gonzalez's Boyfriend Cecilio Cruz, 34, Charged with Second-degree Murder, Manslaughter"
TEST_1_213,"25.5% of Teens Out of Work, Nearly Triple Other Workers' Unemployment Rate. Teen Jobless Rate Nearly Triples 60-year-old Government Record. More Teens Opt for College, But Many Can't Afford to Pay for It."
TEST_1_214,"British 13-year-old Boy, 13, Is Not UK's Youngest Dad, But He Fathered Child With Teen Girlfriend. ""Devastated"" Alfie Patten Isn't ""Youngest Dad"" After DNA Test, Alfie Isn't UK's ""Young Dad"""
TEST_1_215,Islamic State of Iraq and Syria crucifies 8 Militants in Syria. ISIS: Bodies Will Hang for 3 Days in Syrian Town Square. Russia Sent 12 New Warplanes to Iraq to Supplish Nouri al-Maliki's Forces in Iraq. Iraq Complains U.S. Slow to send its own aircraft.
TEST_1_216,"$24,298.93 Internet Bill for 83-year-old Man Is ""Bill Shock"" AT&T Waives $24K Internet Bill, Waives Another $1.5K Bill for Another $2.3K ""Bill-Shocking Bill"""
TEST_1_217,"10-by-10-foot cube has kitchen, bathroom, sink, dishwasher, fridge, TV, laundry, laundry room. Cubitat is 10-By-10, 10- By-10 Cube Is Called ""Most adaptable Home Ever"" Designers: ""It's a plug and play space"""
TEST_1_218,"IMDb Hopes to Stream 1.3 million Movies, TV Shows ""Someday"" Site Founder: ""Streaming is a major goal of the company beginning this year"" CNET: ""Hurdles remain"" in obtaining rights from so many different owners of movies and TV shows."
TEST_1_219,"Queen Elizabeth II photographed outside for first time since March 19. Queen, 94, Riding Pony at Windsor Castle for First Time in 2 months. Queen has made two televised addresses since lockdown began. Queen keen to return to public duties, says one royal source, ""looking forward to getting back to normal"""
TEST_1_220,"Kiyoshiro Yamamoto Faces 67-year Sentence for Selling Whale Meat in U.S. He Sold Whale Meat from Sei Whales for 3 years in Santa Monica, California. Another Chef Faces 10-year Jail Term for Same Crime, Also Faces $1.2M Fine."
TEST_1_221,"Second-term Ohio Governor John Kasich to Run for President in 2016. Kasich is 16th Republican to Run, 16th of 16 GOP Candidates. Kasich: ""If he has to trash people to win, count him out"" John Kasich is known for his unfiltered style and policies that aren't always in line with party."
TEST_1_222,"""Twilight"" Takes No. 1 for Third Straight Third Straight Weekend. ""Breaking Dawn"" Grosses $16.9M in 17 Days in North America. ""Twilight's"" $247.3M North American Gross in 17 Weeks, Third Weekend."
TEST_1_223,"Orson Welles Bids $861,000 for Citizen Kane Oscar. Michael Jackson Paid $1.5M for Gone With The Wind. ""Citizen Kane"" Oscar Auctioned Off in Los Angeles, Bids from Around the World. "" Citizen Kane"" Was Welles' first screenplay."
TEST_1_224,"90-Square-Foot Studio Is 90 Square-Fits-In-Manhattan-For-Professional-Organizing-Woman-Renters-Headlines-Pay $700 for 90-square-foot space. No kitchen, loft bed 23 inches from face, toilet sits sideways on bed."
TEST_1_225,"Life on Earth 300 million years older than thought, U.S. Researchers Find Evidence of Life in 4.1-Billion-year-Old Crystals. Scientists: Life on Earth may have formed almost instantaneously, restarted quickly if wiped out at some point."
TEST_1_226,"Photographers clamor around Debbie Harry as she leaves hotel. They believe she's Lindsay Lohan, age 25. Lohan was snapped leaving the same hotel wearing similar sunglasses. Click to see both images for comparison, and to see more photos of Lohan at the New York Post."
TEST_1_227,"U2 guitarist: ""We're Spending the Money on Our Fans"" The Edge: ""I don't think there's a better thing you could spend it on"" U2's $40M Stage and 200 Trucks: ""There just isn't one"""
TEST_1_228,"Four Injured in Apple Store Scandal in Beijing, Four Injured After Scalper Shoves Worker, Rips Off Hinge on Guard's Head. Apple Store Shatters Glass, Shuts Down for the Day, Reopens to Short Lines. Four Suffered Minor Injuries after Scalper Tries To Cut In Line"
TEST_1_229,"Nigeria Sentences 54 Soldiers to Death for Mutiny, Assault, cowardice, Cowardice, Others Accused of Refusing to Deploy to Recapture Three Towns Captured by Boko Haram. Another 12 Soldiers Sentenced to Death in September for Similar Charges"
TEST_1_230,"Tornado kills 2, Injures 20 in Va. Campground in Cape Charles, Va. Two confirmed dead, 20 more injured in storm. Three hospitals prepping for mass casualties, USA Today reports. ""Debris was flying down the streetâ€”our chairs, beach balls,"" says witness."
TEST_1_231,"9/11-related comments made by comedian Wanda Sykes. Sykes suggested Rush Limbaugh was the 20th hijacker. But he was just so strung out on Oxycontin he missed his flight. ""Some things are better left for serious reflection,"" Gibbs says."
TEST_1_232,"Gawker Paid Fox News Turncoat $5,000 for Insider Posts. Fox Turncoat Joe Muto: ""My Career in cable news is over"" Fox Lawyer: ""I think it's pretty safe to say my career in cable News is over, I'm currently planning my next move"""
TEST_1_233,"The Boss Is Coming Out With An 18-Song Companion Album, ""Born to Run"" The 500-page autobiography will appear on bookshelves Sept. 27. The album will be available on vinyl and CD, as well as available to stream and download."
TEST_1_234,"24-year-old Skier Survives 1,600-foot Fall in Less than a Minute. Professional Skier Tumbled 1, 600 feet in Less Than a Minute on Filming Filmed Film. ""It's the most terrifying crash I've ever seen in a blog post,"" says skier."
TEST_1_235,"$150B Stimulus Created or Saved 650,000 Jobs, White House Says. More than 1 million Jobs Added If Includes Those Added Indirectly. Maryland, Massachusetts Gain 14,000 or 23,500 Jobs Under Stimulus. $787B in Stimulus Has Created or Save 3.5 million Jobs"
TEST_1_236,"Two College Students Hold On for 31 Hours in Longest Hug in World Record. Iowa State University Duo Holds On For 31 Hours, Beat Previous 26-hour Record. ""I don't know a lot of people who can hold onto someone for so long without getting sick of it,"" says one."
TEST_1_237,"Texas Officials Seek $40B in Aid for Hurricane Ike Victims. Houston Mayor Seeks $2.5B in Hurricane Ike Aid, $2B More for 100,000 Hurricane Evacuees. $11B for 770 Texas Communities Hit by Hurricane Ike."
TEST_1_238,"Nearly 2,000 People Rescued from Hurricane Ike in Texas Gov. Rick Perry's ""Biggest Rescue in State History"" Only 4 Hurricane Ike Casualties in Galveston, Texas. Hundreds of thousands still without electricity after Ike landed in the state yesterday."
TEST_1_239,"Up to half of world's A380s need new engines, says Qantas CEO. Faulty Rolls-Royce engine caused fire on Qanta jet. Airline says it plans to press for full compensation for any disruption to deliveries. Airbus may have to use some of its own engines for replacements."
TEST_1_240,"Eight Schoolchildren Dead in Sierra Leone Boat Accident. More than 200 Missing, 39 Rescued. Boat Capsized, Crashed in Freetown, Sierra Leone, on Monday. At least 221 Still Missing; 39 Rescuers Have Been Rescued, Police Say."
TEST_1_241,"7.7 inches of Rain in New York City Shatters 116-year Rainfall Record. 2 Construction Workers Saved from Drowning in Elevator, Subway Service Shut Down. ""We thought we were dead,"" One Worker Tells New York Daily News."
TEST_1_242,"Facebook Buys FriendFeed for nearly $50 million. Site Was Founded by Former Google Engineers. Site Allows Users to Share Information Across Multiple Social Media Services. Twitter Outperforms Facebook in Real-time Search, WSJ reports. ""FriendFeed"" Never Took Off beyond Its Core Techie Base."
TEST_1_243,"8-year-old on Terrorist Watch List: ""I Don't Know What a Terrorist Is"" ACLU Estimates 400,000 Added to List Since 9/11, But FBI Officials Insist There Are Only 400,00 U.S. Terrorists"
TEST_1_244,"Kerry Gets 94-3 Confirmation as Secretary of State. Republicans Ted Cruz, John Cornyn, and James Inhofe voted against Kerry. Kerry will be the first white guy in the post since 1997. He takes over on Friday, after Hillary Clinton's departure."
TEST_1_245,"Marty Martin Billed Pentagon for $200M, Bribes $204M for Bin Laden Bribes ""No, I don't want to talk to you,"" Martin to Gawker. Martin: ""I Don't Want To Talk to You"" ""I don't Want to Talk to you, Man"""
TEST_1_246,"Pfc. Kevin Flippin Raped 16-year-old Girl in South Korea, Gets 10-year Prison Sentence. Second-Harshest Sentence for U.S. Soldier in Nearly 20 years. Soldier's Sentence is Second Harshest in Nearly Two decades."
